,Movie,LikeCountMean,LikeCountMax,RetweetCountMean,RetweetCountMax,ReplyCountMean,ReplyCountMax,QuoteCountMean,QuoteCountMax,VerifiedMean,FriendsCountMean,FriendsCountMax,FollowersCountMean,FollowersCountMax,StatusesCountMean,StatusesCountMax,revenue
1442,Radius,5.76,66,1.22,24,0.55,6,0.13,5,0.08,1297.59,26365,16268.36,952709,108708.28,761333,14097.0
1443,Rafiki,14.18,524,3.4,60,0.82,25,0.65,31,0.19,5284.14,350226,104754.33,3195093,49296.04,521432,181316.0
1444,Raging Fire,8.32,96,1.89,55,0.48,3,0.16,2,0.06,1780.8,30485,76805.51,2656205,44006.36,1020141,205000000.0
1445,Rahul Subramanian: Kal Main Udega,1.6,2,0.2,1,0.0,0,0.0,0,0.0,240.6,299,3895.2,6148,4716.4,6594,10000.0
1446,Railroad Tigers,9.92,28,11.75,39,0.12,1,0.07,1,0.0,103.19,3170,9678.47,233933,28656.06,164213,102205175.0
1447,Rainy in Glenageary,2.0,2,1.0,1,1.0,1,0.0,0,0.0,900.0,900,1399.0,1399,12407.0,12407,17306.0
1448,Rakshadhikari Baiju (Oppu),5.565217391304348,29,0.7391304347826086,5,0.17391304347826086,2,0.043478260869565216,1,0.21739130434782608,438.4782608695652,2274,31390.260869565216,155024,65787.82608695653,399174,2000000.0
1449,Ralph Breaks the Internet,25.42,1420,6.27,193,1.21,46,0.73,39,0.22,3312.01,42892,920890.73,54733142,89701.72,1023381,529221154.0
1450,Ramante Edanthottam,7.08,69,0.87,9,0.41,4,0.09,2,0.29,643.81,4019,56264.92,1480359,50841.77,399175,1100000.0
1451,Rambo: Last Blood,15.63,255,3.52,58,3.98,196,1.18,82,0.25,1869.9,36871,156210.75,9501496,46484.84,365750,91490353.0
1452,Rampage,18.16,675,1.88,40,1.06,15,0.17,3,0.21,2264.58,120418,224879.97,16868733,47922.28,437104,428028233.0
1453,Rams,17.44,773,1.95,119,1.35,43,0.39,28,0.02,1499.83,16983,7665.85,152539,53437.3,1787645,4155492.0
1454,Rang Panjab,2.4375,40,0.2916666666666667,3,0.25,10,0.020833333333333332,1,0.0,438.6666666666667,4998,3000.1666666666665,81879,11561.520833333334,237696,9000.0
1455,Raya and the Last Dragon,70.38,2897,9.28,283,1.29,36,2.02,109,0.39,2146.31,56970,389493.98,5117680,117362.37,1618556,130000000.0
1456,Ready Player One,12.52,522,1.98,116,0.97,24,0.37,27,0.14,1078.96,8668,12037.07,198771,43520.99,499008,582890172.0
1457,Ready or Not,31.83,2373,2.74,190,1.21,65,0.32,14,0.16,6604.76,230875,54472.61,2870706,73139.13,2016501,57615777.0
1458,Really?,13.68,651,1.93,67,0.99,26,0.12,7,0.02,2041.04,88315,7421.4,328274,48794.01,316865,2809317.0
1459,Rebel in the Rye,3.91,25,1.33,13,0.2,2,0.15,4,0.15,3051.66,120921,127065.39,6390621,61339.56,503413,944370.0
1460,Recep Ivedik 5,3.62,72,0.81,39,0.18,2,0.06,1,0.09,7094.46,228467,36764.89,584499,51764.29,489996,28952258.0
1461,Recep Ivedik 6,100.63,9351,4.01,329,0.98,24,0.78,58,0.0,1050.72,13426,6572.27,104310,30774.91,209332,14980989.0
1462,Red Dog,6.08,195,1.49,49,0.22,2,0.05,2,0.04,5307.62,74333,8956.38,87447,157785.58,3322840,1200000.0
1463,Red Dog: True Blue,3.5,23,1.36,11,0.21,3,0.18,4,0.42,3269.09,89844,52069.08,469961,44708.35,729395,6625303.0
1464,Red Notice,22.6,661,2.8,99,2.66,101,1.5,84,0.14,1877.98,33313,64458.79,2233146,29955.89,280654,178143.0
1465,Red Rocket,18.49,582,1.17,46,0.9,9,0.53,12,0.28,1621.88,15787,80281.77,2701364,36307.48,247435,2200000.0
1466,Red Shoes and the Seven Dwarfs,8.493150684931507,104,3.2465753424657535,68,0.3013698630136986,4,0.2465753424657534,4,0.2191780821917808,6807.8493150684935,230875,121535.57534246576,3443075,112880.43835616438,2016501,10054356.0
1467,Red Sparrow,20.41,940,2.58,81,1.06,26,0.29,7,0.25,4333.62,230872,153486.03,4901745,52532.66,403032,151572634.0
1468,Red Velvet 2nd Concert “REDMARE” in JAPAN,1188.5,2376,651.0,1302,2.0,4,42.5,85,0.0,133.5,235,164679.0,329187,28756.0,49083,3489206.0
1469,Redeeming Love,9.31,109,1.85,50,0.87,9,0.22,5,0.18,9081.7,292027,75705.14,2870725,59983.72,700094,9100000.0
1470,Reflection,6.2,148,2.83,126,0.25,4,0.16,5,0.05,2644.89,124835,5162.78,137883,42928.67,301625,10000.0
1471,Reina Sin Corona,3.79,60,0.89,9,0.23,5,0.08,1,0.02,1810.88,33402,12129.88,310311,42189.69,352013,440000.0
1472,Relationology,3.93,15,1.93,12,0.55,6,0.18,5,0.01,1582.96,7624,16450.64,775664,10312.0,119231,16399.0
1473,Relic,13.76,453,1.12,32,1.17,23,0.18,4,0.08,1784.84,22894,8702.02,145814,45950.58,636631,2902552.0
1474,Remi,4.93,150,1.15,35,0.53,5,0.09,2,0.1,1598.29,23920,73298.82,3322281,57316.53,1208831,7434840.0
1475,Reminiscence,25.15,1222,3.0,130,1.21,34,0.44,21,0.28,1982.15,33538,746018.79,18568080,73541.22,791888,18717947.0
1476,Rendel,4.42,155,1.3,56,0.33,3,0.15,8,0.05,2226.34,17710,7372.85,141307,19778.62,146616,1891907.0
1477,Renegades,9.61,206,1.11,25,0.57,6,0.09,4,0.19,1045.54,21735,19261.38,263877,21914.24,248270,2602149.0
1478,Replicas,6.63,154,1.95,38,0.61,9,0.17,3,0.11,1781.87,53216,68714.13,2294046,44043.37,852801,8100000.0
1479,Republic Z,67.56,6344,12.04,973,2.21,183,1.08,93,0.06,1226.09,13655,6196.98,73479,37965.07,405669,82446.0
1480,Rescue Me: A Home 4 Spot,2.2,3,0.6,1,0.0,0,0.0,0,0.0,1002.4,1200,986.4,3148,2809.0,10333,50000.0
1481,Rescue Under Fire,5.69,54,4.91,77,0.46,13,0.4,4,0.3,1551.57,11985,49705.48,1170354,60710.57,753999,5000000.0
1482,Resident Evil: The Final Chapter,6.12,179,2.04,34,0.1,2,0.22,4,0.24,6294.09,220509,100311.47,4635609,86999.95,574615,312242626.0
1483,Resident Evil: Welcome to Raccoon City,35.78,919,3.19,96,2.25,44,1.08,34,0.22,2654.36,87889,169002.01,9501419,45745.22,488785,38600612.0
1484,Resistance,4.93,118,0.77,8,0.69,6,0.06,2,0.06,2550.61,32989,8305.96,154260,58694.17,416469,288064.0
1485,Respect,7.8,215,1.24,68,0.75,9,0.13,7,0.01,1109.67,10843,3232.79,44847,28588.01,224830,31217372.0
1486,Return to the Wolves,7.81,218,3.81,112,0.27,3,0.31,8,0.12,2729.29,48266,51992.82,1137942,62469.72,873928,3090000.0
1487,Reunion 2,15.12,336,3.86,117,1.05,31,0.27,15,0.01,1029.9,8664,1831.13,35908,36649.34,205320,24000.0
1488,Revenge,20.23,1623,7.58,624,0.72,24,0.58,41,0.05,4253.07,97457,23364.09,364329,73358.63,620926,692079.0
1489,Revolt,3.63,38,1.19,16,0.78,14,0.26,9,0.08,1529.36,39516,117578.32,6217977,68225.9,1100459,24416.0
1490,Revolting Rhymes,6.5,197,2.16,77,0.37,6,0.39,14,0.07,1710.32,32779,9969.36,405789,17611.13,222481,245300.0
1491,Rhino Horn,9.62,256,5.78,156,0.84,10,0.48,9,0.04,3816.84,38272,9952.71,265490,117836.48,656646,100000.0
1492,Richard Jewell,45.1,2419,8.54,261,2.9,135,1.9,111,0.41,9800.06,120921,371255.21,11979196,157715.93,2016501,33904605.0
1493,Riders of Justice,33.16,538,6.67,153,0.74,14,1.08,25,0.03,824.37,17634,16677.48,499177,38247.4,342996,679505.0
1494,Rings,5.15,84,1.88,48,0.4,5,0.34,12,0.09,2879.71,34400,41957.35,884739,86069.84,1284222,83080890.0
1495,Rise of the Footsoldier 3,12.47,192,3.62,42,1.35,16,0.47,10,0.37,2506.72,33537,15767.28,128712,44557.21,660680,17000.0
1496,Risk,3.32,32,1.54,13,0.37,6,0.2,5,0.13,2049.48,32413,28125.22,792443,82565.67,1440704,197621.0
1497,Roadrunner: A Film About Anthony Bourdain,18.23,466,3.8,133,1.35,37,4.67,354,0.32,5604.52,230877,876297.21,60719869,68248.82,418224,3701480.0
1498,Roald Dahl's The Witches,19.61,476,2.6,55,1.8,74,0.8,17,0.18,14519.6,600599,454343.87,20366723,79599.91,878462,26900000.0
1499,Robin Hood,7.1,232,2.15,134,0.74,4,0.14,2,0.14,1789.18,53216,63258.49,2009085,65465.27,603676,86493046.0
1500,Robo-Dog: Airborne,2.7857142857142856,17,0.5714285714285714,2,0.2857142857142857,3,0.14285714285714285,1,0.14285714285714285,6596.857142857143,38068,11941.857142857143,51180,100968.35714285714,516768,40564.0
1501,Rocketman,21.69,938,2.67,86,1.82,132,0.36,16,0.31,5335.09,230875,255564.69,7798608,91739.41,1353883,167323950.0
1502,Rocketry: The Nambi Effect,115.27,2851,12.98,240,1.41,21,0.3,4,0.44,762.28,14621,614004.8,7922898,74744.99,538546,3900000.0
1503,Roger Waters: Us + Them,11.79,748,3.17,186,0.58,41,0.39,30,0.22,2290.07,78183,158534.5,6390689,61938.62,1209480,1294480.0
1504,Rogue,6.91,164,1.16,19,0.71,12,0.08,2,0.04,8388.41,738961,22325.9,1531029,26183.62,350791,139757.0
1505,Rogue One: A Star Wars Story,9.53,222,6.14,108,0.61,23,0.63,26,0.28,9199.8,370132,880128.91,54732979,123368.81,731216,1056057273.0
1506,Role Models,9.26,319,1.96,62,0.6,12,0.14,2,0.06,12759.47,1105197,68545.03,4410154,38148.85,427505,1300000.0
1507,Roma,5.13,76,1.09,20,0.68,6,0.03,1,0.13,2019.37,44567,31910.25,792448,65053.98,647855,1140769.0
1508,Ron's Gone Wrong,26.33,873,3.26,96,0.65,21,0.33,17,0.1,1424.07,12865,120089.5,9501457,45625.29,449638,60000000.0
1509,Room(h)ates,14.357142857142858,165,1.5,10,0.9285714285714286,11,0.2857142857142857,4,0.14285714285714285,737.4285714285714,6314,10190.214285714286,120537,4721.785714285715,16283,4855506.0
1510,Rosapoo,22.13,337,1.68,14,0.45,9,0.06,1,0.17,580.64,3779,209383.21,2430011,39124.9,296121,238800.0
1511,Rough Night,8.44,301,2.05,40,0.42,5,0.29,5,0.35,5685.48,230872,284463.66,7798543,93957.35,2016501,45056771.0
1512,Run,5.94,92,0.56,8,0.65,6,0.16,5,0.05,2589.51,51731,4318.03,87053,30581.79,367615,265964.0
1513,Run the Race,8.35,139,1.86,39,0.58,9,0.19,4,0.13,2874.44,59187,44884.14,1635126,51173.58,1243227,6424420.0
1514,Running the Bases,10.99,176,0.96,14,0.93,15,0.17,4,0.03,1319.46,9309,5791.05,75272,29409.06,174880,1445862.0
1515,Rurouni Kenshin: The Final,52.66,939,15.03,231,0.87,9,3.13,67,0.08,647.78,8132,184574.09,6451224,47360.79,802517,33457923.0
1516,Russian Raid,6.75,72,2.38,50,0.76,11,0.32,7,0.15,2999.39,44126,617857.9,25657080,112000.95,944736,52351.0
1517,Russian Spleen,5.4411764705882355,222,2.8823529411764706,98,0.6176470588235294,15,0.25,15,0.04411764705882353,4495.941176470588,197462,67549.86764705883,3634334,69785.4705882353,1353917,43330.0
1518,Ruth,5.71,150,1.88,95,0.82,19,0.1,3,0.08,7798.22,35500,18230.82,359434,60943.27,870053,38110.0
1519,Ryuichi Sakamoto: Coda,11.81,289,4.33,109,0.13,2,0.3,11,0.08,3025.0,81768,21861.7,673035,49169.27,483270,960212.0
1520,SIGNAL The Movie Cold Case Investigation Unit,79.94444444444444,544,26.166666666666668,186,0.8333333333333334,6,1.6111111111111112,12,0.05555555555555555,1218.4444444444443,9394,50340.5,444250,62320.5,266873,7388603.0
1521,STREET CODE,2.82,45,0.97,16,0.36,3,0.09,1,0.23,1243.19,14613,83115.32,414603,440989.59,2192655,239000.0
1522,Saaho,12.02,134,2.9,38,0.54,6,0.15,4,0.05,743.42,7500,26102.12,1926826,49133.7,356918,55000000.0
1523,Sad Hill Unearthed,9.21,82,4.68,54,0.57,7,0.3,8,0.03,5381.7,18190,10278.54,316272,31014.15,164454,22834.0
1524,Sadako,6.98,251,2.13,90,0.67,4,0.15,9,0.01,599.38,13618,22704.28,1675763,34937.62,348887,5481562.0
1525,Sahara,2.91,20,2.11,25,0.47,8,0.18,5,0.11,3476.23,151857,255340.07,4773665,75394.75,2248328,7800000.0
1526,Saint Maud,37.77,3017,4.62,363,0.98,34,0.55,49,0.08,4048.19,235956,56322.59,3634333,47798.91,1353917,1640866.0
1527,Sakalakalashala,56.388888888888886,1699,4.75,121,0.6666666666666666,18,0.19444444444444445,5,0.1111111111111111,425.5,1727,212865.94444444444,4538426,21514.36111111111,218424,146200.0
1528,Sakhavu,17.24,329,1.99,38,0.2,4,0.05,3,0.11,690.65,4019,72086.0,1480346,46055.65,296112,2200000.0
1529,Salute,2.42,25,1.23,17,0.18,2,0.11,1,0.05,2187.28,29560,17178.52,987098,70280.99,682819,4500000.0
1530,Salyut-7,19.6,451,9.76,201,0.8,10,0.66,30,0.23,4074.27,187685,109600.23,1096263,73943.99,581757,13767037.0
1531,Same Kind of Different as Me,8.45,111,2.11,47,0.33,6,0.13,3,0.14,4232.16,143854,23756.54,796752,20319.15,201045,6423605.0
1532,Samson,58.75,5330,32.19,2981,2.05,159,0.82,78,0.05,2068.9,8725,10519.54,384263,98690.12,938812,4873825.0
1533,Sanju,10.15,208,3.07,37,0.33,4,0.04,1,0.03,692.87,4842,25603.64,1006774,42994.21,367711,67414985.0
1534,Sara is Missing,2.97,56,0.64,13,0.46,3,0.11,3,0.01,874.62,27992,13343.22,678141,38087.2,438795,10000.0
1535,Saranno famosi?,5.53,86,2.15,75,1.08,33,0.07,4,0.04,1277.13,15394,26381.85,1218219,59186.82,983018,10000.0
1536,Sarkari. Hi. Pra. Shale Kasaragodu,3.0,3,1.0,1,0.0,0,0.0,0,0.0,14.0,14,56.0,56,70.0,70,4936739.0
1537,Sarvann,11.14,125,3.43,28,0.44,8,0.17,4,0.24,2050.46,146465,142219.66,5647652,51246.96,698155,2100000.0
1538,Sasha Was Here,9.99,176,1.27,36,0.91,13,0.13,5,0.04,1973.07,35530,5226.15,121944,58746.51,409648,131500.0
1539,Sator,3.39,18,0.67,14,0.74,9,0.06,1,0.0,4705.38,27532,6507.46,40009,31009.02,150705,130023.0
1540,Sauerkrautkoma,2.7228915662650603,18,0.3855421686746988,4,0.7108433734939759,12,0.13253012048192772,2,0.3855421686746988,640.0,2363,38241.79518072289,1964853,35171.06024096385,699458,8900000.0
1541,Savage,20.98,1846,4.95,464,0.79,45,0.57,56,0.01,3222.34,135724,6434.65,126637,57852.05,1711167,29700.0
1542,Saving Leningrad,5.0,9,5.0,11,0.0,0,0.0,0,0.0,355.0,1015,5530.0,12594,29262.0,34536,3068838.0
1543,Saya e Khuda e Zuljalal,3.65,37,1.47,21,0.09,3,0.12,3,0.06,767.33,20886,127478.45,3495923,50896.76,533487,181000.0
1544,Scary Stories to Tell in the Dark,44.22,1903,10.55,519,1.2,16,1.98,142,0.17,1366.35,15906,176530.1,9501328,52982.83,800810,95438172.0
1545,Scoob!,14.5,907,1.39,66,0.56,5,0.23,19,0.05,1193.34,18040,22252.54,909470,35122.38,402567,28559165.0
1546,Scotty and the Secret History of Hollywood,6.6,189,1.94,40,0.34,17,0.33,13,0.42,6588.13,230875,234692.0,6462580,82198.64,2016501,176236.0
1547,Scream,11.1,235,1.11,27,0.69,8,0.2,6,0.05,4084.98,292027,31535.16,1880919,36764.36,281530,140041405.0
1548,Se mi vuoi bene,8.74,118,1.0,22,0.89,13,0.1,1,0.06,1786.7,29552,68416.5,2709964,61196.4,531208,702001.0
1549,Se son rose...,4.71,89,1.03,16,0.36,4,0.15,3,0.1,1405.9,21840,24274.22,1381871,43203.08,363826,4300000.0
1550,Searching,6.91,203,2.08,129,0.63,18,0.24,8,0.09,1616.05,45790,9216.39,428513,33217.95,379782,75462037.0
1551,Searing Summer,3.21,51,1.29,44,0.49,19,0.17,6,0.09,1718.51,15592,108736.14,7922805,91250.06,674639,10000.0
1552,Seberg,31.44,246,11.75,124,0.5,5,0.75,18,0.1,5265.97,120922,76875.7,2701360,143976.01,2016501,592565.0
1553,Second Act,30.11,1197,5.77,178,1.42,35,0.26,9,0.17,1023.13,8494,360431.55,9501427,44197.94,522393,72282227.0
1554,Secret Superstar,11.02,194,4.46,66,0.34,5,0.18,4,0.1,458.22,4901,452995.17,17617662,66254.49,1049836,137416709.0
1555,Secret Zoo,6.86,41,4.61,100,0.43,3,0.32,4,0.07,229.4,1367,114127.59,2656213,37300.04,448694,8300000.0
1556,Sedutores da Internet,4.72,175,0.27,8,0.47,5,0.26,11,0.01,1037.77,9322,2056.74,55898,45974.46,257067,7081810.0
1557,See How They Run,16.07,721,1.36,65,0.67,9,0.33,22,0.14,1585.21,15131,62003.01,3275048,50297.97,511702,18941169.0
1558,See You Up There,6.91,302,0.61,18,0.33,2,0.0,0,0.07,2048.56,65865,17740.37,1160450,31863.25,1309367,15100000.0
1559,Seize the Night,20.61,338,3.46,39,0.88,12,0.31,4,0.05,2042.58,21587,35527.76,1711223,27253.22,286925,500000.0
1560,Selfie,6.035,95,0.915,52,0.54,10,0.165,8,0.055,969.535,17762,26951.165,3505239,57783.62,997391,2201472.0
1561,Selfie,6.035,95,0.915,52,0.54,10,0.165,8,0.055,969.535,17762,26951.165,3505239,57783.62,997391,230258.0
1562,Sentimental Reminiscence,7.7,58,1.9,14,0.7,5,0.0,0,0.2,1084.8,2612,103728.8,1022779,35933.2,98774,10000.0
1563,Serenity,3.24,40,0.59,7,0.5,9,0.05,2,0.03,1991.56,49495,13306.07,546789,40924.88,301913,14454622.0
1564,Serial (Bad) Weddings 2,4.0,15,2.0,8,0.2857142857142857,1,0.14285714285714285,1,0.2857142857142857,33648.71428571428,230875,416349.0,2870680,132451.57142857142,403039,87761857.0
1565,Serial Cook,19.41,721,5.07,249,2.26,133,0.64,41,0.19,2288.28,60719,40497.22,1157605,76876.19,1207482,204798.0
1566,Served Like a Girl,9.84,132,2.74,42,0.54,16,0.24,9,0.1,2450.29,91294,34574.11,534416,72193.41,2016501,8290.0
1567,Seven and a Half Dates,5.8604651162790695,72,1.558139534883721,9,0.09302325581395349,3,0.18604651162790697,3,0.3488372093023256,2051.6279069767443,10667,427826.5813953488,1867328,211545.83720930232,784608,300000.0
1568,Shabash,4.5,88,0.94,25,0.73,9,0.05,2,0.02,1569.83,15159,24834.89,1270342,68988.45,373710,100000.0
1569,Shadow,5.14,146,0.87,21,0.62,8,0.04,1,0.02,1784.29,44210,20444.94,1752519,43480.82,412608,91708374.0
1570,Shadow in the Cloud,5.34,66,1.02,15,0.55,5,0.3,5,0.23,9121.77,230877,68293.94,2870723,75394.84,404922,1025190.0
1571,Shaft,18.33,826,3.99,209,1.93,62,0.55,37,0.21,2763.56,91293,335820.93,7798600,117813.18,2016501,21360215.0
1572,Shang-Chi and the Legend of the Ten Rings,31.26,545,3.83,47,0.94,17,0.64,13,0.18,2465.12,29102,164692.77,9501549,64975.6,451628,432243292.0
1573,Shapludu,13.2,77,0.6,3,0.3,2,0.05,1,0.25,498.0,5000,49887.8,461467,14041.85,212745,500000.0
1574,Shatamanam Bhavati,13.37,228,2.6,23,0.36,5,0.16,4,0.26,396.28,1416,131347.19,2594218,53788.92,270932,8100000.0
1575,Shazam!,13.44,322,2.05,70,0.87,19,0.25,10,0.08,1314.59,9880,17253.45,496395,45857.56,414506,366080049.0
1576,She Dies Tomorrow,13.86,174,2.38,35,0.56,7,0.36,4,0.3,12760.74,600603,277789.1,6390691,99238.49,1165083,398663.0
1577,She Will,71.79,4560,6.44,353,2.23,38,0.22,9,0.05,2347.1,80972,16475.48,713154,39688.27,392366,40958.0
1578,She's Mine,2.35,10,0.45,6,0.34,2,0.04,1,0.01,5788.29,68666,10436.13,151207,228898.21,3322949,580000.0
1579,Shed Skin Papa,2.5,13,1.0,7,0.2777777777777778,3,0.2222222222222222,3,0.3333333333333333,3812.0555555555557,14127,26508.055555555555,112894,36986.88888888889,95385,1172773.0
1580,Sheep & Wolves: Pig Deal,5.545454545454546,30,2.5454545454545454,16,0.09090909090909091,1,0.0,0,0.09090909090909091,1779.6363636363637,3958,14069.727272727272,128713,34846.0,73387,3393975.0
1581,Sherdil,7.16,163,0.72,20,0.85,8,0.08,2,0.04,397.02,2511,38821.11,3096203,12027.98,242104,890000.0
1582,Sherlock Gnomes,4.85,115,3.09,93,0.28,4,0.16,6,0.16,4668.49,97192,40027.99,967905,46131.31,454029,90497778.0
1583,Shikkari Shambhu,26.12,426,1.86,16,0.65,13,0.09,2,0.05,556.75,2567,35131.45,674751,25595.96,151712,786800.0
1584,Shirley,4.79,224,0.51,14,0.83,26,0.08,3,0.05,2186.66,14836,14901.35,764060,59423.15,1101109,230441.0
1585,Shithouse,6.85,125,0.69,24,0.56,9,0.03,1,0.02,1700.37,40003,7131.61,436117,29960.85,276176,18370.0
1586,Shiva Baby,94.15,8477,7.24,614,4.59,417,3.66,349,0.21,2279.9,87889,154009.04,6462602,57571.29,555540,31014.0
1587,Shob Bhooturey,28.19,319,9.05,447,0.5,6,0.58,6,0.37,721.65,4589,187342.62,1396330,23586.68,87466,225000.0
1588,Short Circuit,4.86,80,0.86,19,0.43,8,0.08,3,0.03,1105.12,9982,98236.22,7444755,38379.44,614288,350000.0
1589,Shortcut,13.95,578,1.41,63,1.19,32,0.17,7,0.03,1463.16,17011,15261.35,771759,34154.5,308955,769563.0
1590,Show Dogs,5.11,86,1.26,37,0.29,3,0.06,3,0.18,5384.73,230872,109966.91,3443090,77367.9,603678,38830219.0
1591,Shu Thayu?,5.04,92,0.49,10,0.6,18,0.08,3,0.05,3705.51,46679,17364.13,328602,39583.3,253274,2800000.0
1592,Shubh Mangal Saavdhan,47.79,712,8.44,74,1.46,29,0.49,5,0.43,628.83,5973,458485.31,5998223,53663.78,433842,8838757.0
1593,Shut In,8.23,356,0.81,40,0.79,12,0.14,9,0.06,1300.92,15145,22309.84,1462166,38997.26,388621,304106.0
1594,Siam Square,23.103448275862068,643,86.80459770114942,3080,1.4022988505747127,100,1.1149425287356323,31,0.034482758620689655,745.0114942528736,12489,91916.908045977,2442992,92451.28735632185,1047079,307716.0
1595,Siberia,15.4,449,3.48,126,0.7,9,0.27,10,0.17,3892.35,91294,137314.03,3443096,82265.64,2016501,2006704.0
1596,Sicario: Day of the Soldado,7.38,148,3.5,117,0.38,5,0.22,5,0.31,1792.12,33540,139768.83,3443090,65578.33,650174,75836683.0
1597,Side Effect,8.0,329,0.57,19,0.83,8,0.1,2,0.06,1402.29,10383,4830.83,112081,25137.38,152274,1500000.0
1598,Silence,8.11,230,3.83,108,0.32,3,0.26,6,0.07,3668.69,154787,19887.91,606411,66084.5,1053102,23737523.0
1599,Simple Passion,16.88,743,1.68,49,0.99,15,0.57,36,0.07,5900.71,230875,64866.38,2870694,31411.24,403040,75167.0
1600,Sin,11.04,365,3.48,129,1.18,60,0.25,10,0.04,1870.65,38761,66963.87,3908208,80074.36,2400717,1047676.0
1601,Sin Tu Permiso: Nosotras en la escena Hardcore y Punk Estatal,5.4,29,3.8666666666666667,29,0.06666666666666667,1,0.13333333333333333,1,0.0,2578.2,7237,3509.8,10196,45372.26666666667,242567,6266.0
1602,Sing 2,14.01,343,2.13,79,0.81,13,0.21,4,0.1,1971.89,92206,56798.38,3995456,40274.26,482860,406000000.0
1603,Sinkhole,8.28,460,1.63,57,0.62,4,0.21,7,0.07,6700.68,68666,94679.78,6084029,264362.03,3322935,17970000.0
1604,Sirb Al-Hamam,2.0,2,0.0,0,0.0,0,0.0,0,1.0,2.0,2,44770.0,44770,40845.0,40845,6464.0
1605,Sisters-In-Law at War,1.0,1,1.0,3,0.2,1,0.0,0,0.4,2920.2,4365,31230.4,69900,47906.4,78329,8613864.0
1606,Six Degrees of Celebration 6,1.0,1,2.0,2,0.0,0,0.0,0,0.0,80.0,80,392.0,392,644.0,644,16138333.0
1607,Skyfire,8.97752808988764,166,2.4269662921348316,51,0.42696629213483145,5,0.07865168539325842,2,0.02247191011235955,919.8202247191011,5992,8876.932584269663,462076,32874.089887640446,205936,24800000.0
1608,Skyscraper,21.72,941,2.22,85,1.31,31,0.17,2,0.15,5369.01,230872,209900.62,16868805,71084.62,2016501,292351275.0
1609,Slaughterhouse Rulez,26.98,948,5.49,135,0.61,17,0.38,11,0.19,1430.02,33537,46384.76,463328,33436.08,401360,730762.0
1610,Sleeping City,11.83,213,2.13,38,0.93,15,0.27,8,0.07,1493.12,14096,91310.95,6750938,46630.66,1167674,7514.0
1611,Sleepless,4.29,113,1.32,54,0.26,7,0.08,3,0.08,1184.72,7421,70677.5,5669067,53527.39,683623,32540674.0
1612,Slender Man,8.73,154,1.27,46,0.8,10,0.12,4,0.07,1820.5,47813,22328.06,792446,58876.0,601434,11817275.0
1613,Small Group,6.96,198,2.26,154,0.86,38,0.21,9,0.04,1642.11,35756,19037.28,1526399,52165.71,2113542,37058.0
1614,Smash CANUSA Classic,2.761904761904762,17,1.8571428571428572,15,0.047619047619047616,1,0.047619047619047616,1,0.38095238095238093,1787.904761904762,9996,20625.47619047619,102911,30396.904761904763,69990,11233.0
1615,Smile,9.8,242,1.5,41,0.83,15,0.11,2,0.0,1746.0,68802,3205.34,72221,33862.35,171298,202000000.0
1616,Smurfs: The Lost Village,8.81,110,5.1,59,0.26,5,0.23,3,0.14,2213.77,20722,71902.29,1724606,81893.23,555522,197183546.0
1617,Snake Eyes: G.I. Joe Origins,6.6,113,1.61,23,0.2,3,0.12,2,0.16,2117.32,21826,228347.83,5077054,65628.19,645142,36964325.0
1618,Snatched,2.64,24,0.71,7,0.43,3,0.11,2,0.06,1077.28,23109,13462.38,477901,65067.26,1023597,60845711.0
1619,Snu,6.9,90,2.32,48,0.48,3,0.25,5,0.16,1320.54,28440,21241.14,410617,45172.18,195835,483240.0
1620,Sobibor,5.94,90,2.82,55,0.61,4,0.25,7,0.22,2137.35,39719,77874.47,1505075,61521.63,739263,4988176.0
1621,Solo: A Star Wars Story,22.81,1387,4.01,198,0.81,19,0.39,12,0.25,3080.82,22842,92091.31,6213579,78081.18,410922,392952373.0
1622,Song to Song,13.84,111,4.89,62,0.52,4,0.72,15,0.32,2327.27,43979,222018.78,8992441,67329.53,359619,1710528.0
1623,Songbird,37.38,2979,2.78,198,1.81,106,0.6,34,0.06,1353.32,26959,20908.22,1024228,40139.4,287804,620836.0
1624,Sonic the Hedgehog,122.97,10113,26.31,2349,2.06,68,0.32,18,0.03,1180.22,22909,6961.82,130073,31834.68,190466,306766470.0
